MethMMD,Kernel,parametre,perturbation,size,mmd,time
MMDl,laplacian,0.5,mu+1,10,-0.1445090907015599,0.00044035911560058594
MMDl,laplacian,0.5,std*2,10,-0.18240999201555352,0.0004374980926513672
MMDl,laplacian,0.5,unif_law,10,-0.1014503882855637,0.0004131793975830078
MMDl,laplacian,1.0,same,10,-0.3385856629035291,0.0004611015319824219
MMDl,laplacian,1.0,mu+1,10,-0.2526731955208863,0.0004379749298095703
MMDl,laplacian,1.0,std*2,10,-0.20140995398382025,0.0004417896270751953
MMDl,laplacian,1.0,unif_law,10,-0.1581174089719016,0.0004210472106933594
MMDl,laplacian,2.0,same,10,-0.32538732168350537,0.0004215240478515625
MMDl,laplacian,2.0,mu+1,10,-0.3220898786301435,0.0004417896270751953
MMDl,laplacian,2.0,std*2,10,-0.18011542913737738,0.00043582916259765625
MMDl,laplacian,2.0,unif_law,10,-0.2096171796288203,0.00046443939208984375
MMDl,laplacian,5.0,same,10,-0.17082689533030443,0.0004215240478515625
MMDl,laplacian,5.0,mu+1,10,-0.2569084248656085,0.0004401206970214844
MMDl,laplacian,5.0,std*2,10,-0.1061218779822088,0.0004372596740722656
MMDl,laplacian,5.0,unif_law,10,-0.1988357418427209,0.0004222393035888672
MMDq,gaussian,0.25,same,10,-0.07413819033447033,0.001604318618774414
MMDq,gaussian,0.25,mu+1,10,0.09051588498793095,0.0016062259674072266
MMDq,gaussian,0.25,std*2,10,0.0920095571807541,0.0015645027160644531
MMDq,gaussian,0.25,unif_law,10,0.12300925962514886,0.0015995502471923828
MMDq,gaussian,0.5,same,10,-0.08033318080357899,0.001550912857055664
MMDq,gaussian,0.5,mu+1,10,0.14717608167399931,0.0015685558319091797
MMDq,gaussian,0.5,std*2,10,0.11711825837021794,0.0017888545989990234
MMDq,gaussian,0.5,unif_law,10,0.1128023667757071,0.0015475749969482422
MMDq,gaussian,1.0,same,10,-0.0737736335001895,0.0015990734100341797
MMDq,gaussian,1.0,mu+1,10,0.1870597354727257,0.0016036033630371094
MMDq,gaussian,1.0,std*2,10,0.12508572202322632,0.0015785694122314453
MMDq,gaussian,1.0,unif_law,10,0.07203100079477087,0.001565694808959961
MMDq,gaussian,2.0,same,10,-0.05541986783790431,0.0016019344329833984
MMDq,gaussian,2.0,mu+1,10,0.18690707056349454,0.0017614364624023438
MMDq,gaussian,2.0,std*2,10,0.09186815605492238,0.001583099365234375
MMDq,gaussian,2.0,unif_law,10,0.026217525120417307,0.0016028881072998047
MMDq,gaussian,5.0,same,10,-0.02874126207289107,0.0015616416931152344
MMDq,gaussian,5.0,mu+1,10,0.1344002375179203,0.0015799999237060547
MMDq,gaussian,5.0,std*2,10,0.024055418065738188,0.0016143321990966797
MMDq,gaussian,5.0,unif_law,10,-0.0015933374999146377,0.0015971660614013672
MMDq,laplacian,0.25,same,10,-0.029308689111231745,0.0014879703521728516
MMDq,laplacian,0.25,mu+1,10,0.08935015675242108,0.0015411376953125
MMDq,laplacian,0.25,std*2,10,0.03206841895451662,0.0015039443969726562
MMDq,laplacian,0.25,unif_law,10,0.019489730162387753,0.001495361328125
MMDq,laplacian,0.5,same,10,-0.045363694777845964,0.0016105175018310547
MMDq,laplacian,0.5,mu+1,10,0.11505696791224573,0.0015065670013427734
MMDq,laplacian,0.5,std*2,10,0.06184896907591653,0.0015468597412109375
MMDq,laplacian,0.5,unif_law,10,0.03915139461869166,0.0016820430755615234
MMDq,laplacian,1.0,same,10,-0.056622410907934295,0.0014982223510742188
MMDq,laplacian,1.0,mu+1,10,0.10340451578330645,0.0015342235565185547
MMDq,laplacian,1.0,std*2,10,0.08514109311925822,0.001535177230834961
MMDq,laplacian,1.0,unif_law,10,0.06444031907028436,0.0015006065368652344
MMDq,laplacian,2.0,same,10,-0.052251074963091115,0.0015323162078857422
MMDq,laplacian,2.0,mu+1,10,0.04939977760554304,0.001544952392578125
MMDq,laplacian,2.0,std*2,10,0.07701702824073187,0.0016949176788330078
MMDq,laplacian,2.0,unif_law,10,0.07093351770436068,0.0015039443969726562
MMDq,laplacian,5.0,same,10,-0.03380043537894545,0.0015461444854736328
MMDq,laplacian,5.0,mu+1,10,-0.020418490772346642,0.0015120506286621094
MMDq,laplacian,5.0,std*2,10,0.04826331087601174,0.0015170574188232422
MMDq,laplacian,5.0,unif_law,10,0.032082985430429284,0.0015413761138916016
MMDl,gaussian,0.25,same,50,0.08611333330475268,0.0004966259002685547
MMDl,gaussian,0.25,mu+1,50,0.2992929547025387,0.0005130767822265625
MMDl,gaussian,0.25,std*2,50,0.03216916688117245,0.0005142688751220703
MMDl,gaussian,0.25,unif_law,50,-0.06680372636180203,0.000499725341796875
MMDl,gaussian,0.5,same,50,0.07898341193116316,0.0004987716674804688
MMDl,gaussian,0.5,mu+1,50,0.31793253051401166,0.0005853176116943359
MMDl,gaussian,0.5,std*2,50,0.07185427182163771,0.0005130767822265625
MMDl,gaussian,0.5,unif_law,50,-0.1073501267540481,0.0005023479461669922
MMDl,gaussian,1.0,same,50,0.061913052950675646,0.0005123615264892578
MMDl,gaussian,1.0,mu+1,50,0.2993936126174633,0.0005288124084472656
MMDl,gaussian,1.0,std*2,50,0.09055604237933806,0.0005249977111816406
MMDl,gaussian,1.0,unif_law,50,-0.1452497648251417,0.0005128383636474609
MMDl,gaussian,2.0,same,50,0.04379393750244432,0.0005197525024414062
MMDl,gaussian,2.0,mu+1,50,0.24819822755212775,0.0005326271057128906
MMDl,gaussian,2.0,std*2,50,0.09181363559259281,0.0005309581756591797
MMDl,gaussian,2.0,unif_law,50,-0.1473148995418353,0.0005128383636474609
MMDl,gaussian,5.0,same,50,0.02777564904516012,0.0005078315734863281
MMDl,gaussian,5.0,mu+1,50,0.16234946189898922,0.0005183219909667969
MMDl,gaussian,5.0,std*2,50,0.06642601657284515,0.0005202293395996094
MMDl,gaussian,5.0,unif_law,50,-0.09950828715581565,0.0005292892456054688
MMDl,laplacian,0.25,same,50,0.02928287857647291,0.0004279613494873047
MMDl,laplacian,0.25,mu+1,50,0.14533968992677046,0.0004756450653076172
MMDl,laplacian,0.25,std*2,50,0.039266474357365695,0.00043964385986328125
MMDl,laplacian,0.25,unif_law,50,-0.06936296234903992,0.0004260540008544922
MMDl,laplacian,0.5,same,50,0.04400949620681757,0.00042438507080078125
MMDl,laplacian,0.5,mu+1,50,0.21035221239279614,0.0004410743713378906
MMDl,laplacian,0.5,std*2,50,0.050097212043631385,0.00044417381286621094
MMDl,laplacian,0.5,unif_law,50,-0.09325499269577364,0.00042366981506347656
MMDl,laplacian,1.0,same,50,0.05612346478895759,0.0004360675811767578
MMDl,laplacian,1.0,mu+1,50,0.2497468270228377,0.00048828125
MMDl,laplacian,1.0,std*2,50,0.03948121734720097,0.00045990943908691406
MMDl,laplacian,1.0,unif_law,50,-0.09144553044918836,0.0004382133483886719
MMDl,laplacian,2.0,same,50,0.055821986996862874,0.0004432201385498047
MMDl,laplacian,2.0,mu+1,50,0.23599539243183412,0.00045561790466308594
MMDl,laplacian,2.0,std*2,50,0.004963839492618547,0.0006206035614013672
MMDl,laplacian,2.0,unif_law,50,-0.06130450767560216,0.0004398822784423828
MMDl,laplacian,5.0,same,50,0.026884515961907968,0.00046825408935546875
MMDl,laplacian,5.0,mu+1,50,0.16344292003789218,0.00045609474182128906
MMDl,laplacian,5.0,std*2,50,-0.030521062928856767,0.00044846534729003906
MMDl,laplacian,5.0,unif_law,50,-0.03472816073549774,0.0004336833953857422
MMDq,gaussian,0.25,same,50,-0.01787591382536391,0.0026063919067382812
MMDq,gaussian,0.25,mu+1,50,0.1391355123414144,0.0026111602783203125
MMDq,gaussian,0.25,std*2,50,0.035507215912764345,0.0028405189514160156
MMDq,gaussian,0.25,unif_law,50,0.006258366501801116,0.0025987625122070312
MMDq,gaussian,0.5,same,50,-0.0154160432211774,0.0025506019592285156
MMDq,gaussian,0.5,mu+1,50,0.16859866877815388,0.0025680065155029297
MMDq,gaussian,0.5,std*2,50,0.04427260454362991,0.0025827884674072266
MMDq,gaussian,0.5,unif_law,50,0.00187879840727323,0.0027675628662109375
MMDq,gaussian,1.0,same,50,-0.011180757571921607,0.002624988555908203
MMDq,gaussian,1.0,mu+1,50,0.183966666111553,0.002622842788696289
MMDq,gaussian,1.0,std*2,50,0.04771692378401848,0.0026237964630126953
MMDq,gaussian,1.0,unif_law,50,-0.0030643060373074515,0.0026128292083740234
MMDq,gaussian,2.0,same,50,-0.007480525905029678,0.0028214454650878906
MMDq,gaussian,2.0,mu+1,50,0.17389845176201657,0.0026268959045410156
MMDq,gaussian,2.0,std*2,50,0.04207078198985581,0.002625703811645508
MMDq,gaussian,2.0,unif_law,50,-0.006143823007309646,0.002613067626953125
MMDq,gaussian,5.0,same,50,-0.003996275319614329,0.0026242733001708984
MMDq,gaussian,5.0,mu+1,50,0.12545952914620084,0.0028319358825683594
MMDq,gaussian,5.0,std*2,50,0.021904299771753566,0.0026350021362304688
MMDq,gaussian,5.0,unif_law,50,-0.00481020874947613,0.0026006698608398438
MMDq,laplacian,0.25,same,50,-0.005434138807382194,0.002299070358276367
MMDq,laplacian,0.25,mu+1,50,0.09369451107468385,0.0022978782653808594
MMDq,laplacian,0.25,std*2,50,0.01686448135956997,0.0022552013397216797
MMDq,laplacian,0.25,unif_law,50,-0.0017571014641419858,0.002341747283935547
MMDq,laplacian,0.5,same,50,-0.00888763283409566,0.0022819042205810547
MMDq,laplacian,0.5,mu+1,50,0.1261777464098337,0.002314329147338867
MMDq,laplacian,0.5,std*2,50,0.0268314853456173,0.0023124217987060547
MMDq,laplacian,0.5,unif_law,50,-0.001488193556679951,0.0022461414337158203
MMDq,laplacian,1.0,same,50,-0.012664677973682315,0.0022628307342529297
MMDq,laplacian,1.0,mu+1,50,0.13079608422358657,0.002269268035888672
MMDq,laplacian,1.0,std*2,50,0.03047357100922854,0.002270221710205078
MMDq,laplacian,1.0,unif_law,50,0.0007292110878676095,0.002343893051147461
MMDq,laplacian,2.0,same,50,-0.014878994881950658,0.002300262451171875
MMDq,laplacian,2.0,mu+1,50,0.10012475998672499,0.0023081302642822266
MMDq,laplacian,2.0,std*2,50,0.021768089629046916,0.002307415008544922
MMDq,laplacian,2.0,unif_law,50,0.0036705648435069738,0.0023076534271240234
MMDq,laplacian,5.0,same,50,-0.01330143597266345,0.002254009246826172
MMDq,laplacian,5.0,mu+1,50,0.048585453467584305,0.0022602081298828125
MMDq,laplacian,5.0,std*2,50,0.0047303881075176635,0.0024340152740478516
MMDq,laplacian,5.0,unif_law,50,0.0029015340088857366,0.0024690628051757812
MMDl,gaussian,0.25,same,100,-0.049570781269683624,0.000507354736328125
MMDl,gaussian,0.25,mu+1,100,0.15315238133782855,0.0005247592926025391
MMDl,gaussian,0.25,std*2,100,0.030723987731263093,0.0005319118499755859
MMDl,gaussian,0.25,unif_law,100,0.013150664830083656,0.0005154609680175781
MMDl,gaussian,0.5,same,100,-0.07413907304658089,0.0005114078521728516
MMDl,gaussian,0.5,mu+1,100,0.17410148534416053,0.0005362033843994141
MMDl,gaussian,0.5,std*2,100,0.04006791050765599,0.0005311965942382812
MMDl,gaussian,0.5,unif_law,100,-0.006142298478591641,0.0005099773406982422
MMDl,gaussian,1.0,same,100,-0.08262286262625594,0.0005238056182861328
MMDl,gaussian,1.0,mu+1,100,0.18146908950070662,0.0005333423614501953
MMDl,gaussian,1.0,std*2,100,0.04558676878546393,0.0005626678466796875
MMDl,gaussian,1.0,unif_law,100,-0.021607990312456166,0.0005598068237304688
MMDl,gaussian,2.0,same,100,-0.06826996926872965,0.0005812644958496094
MMDl,gaussian,2.0,mu+1,100,0.16192181416865054,0.0005536079406738281
MMDl,gaussian,2.0,std*2,100,0.04453150717809564,0.0005440711975097656
MMDl,gaussian,2.0,unif_law,100,-0.024433094544966137,0.0005350112915039062
MMDl,gaussian,5.0,same,100,-0.036858742082162194,0.0005526542663574219
MMDl,gaussian,5.0,mu+1,100,0.10942917856672381,0.0005352497100830078
MMDl,gaussian,5.0,std*2,100,0.021595697252625286,0.0005743503570556641
MMDl,gaussian,5.0,unif_law,100,-0.016273617781516946,0.0005235671997070312
MMDl,laplacian,0.25,same,100,-0.02863823819479407,0.000438690185546875
MMDl,laplacian,0.25,mu+1,100,0.08766607470810954,0.00045180320739746094
MMDl,laplacian,0.25,std*2,100,0.013416443161921733,0.0004532337188720703
MMDl,laplacian,0.25,unif_law,100,-0.007470733009421622,0.0004343986511230469
MMDl,laplacian,0.5,same,100,-0.04105745702738872,0.0004355907440185547
MMDl,laplacian,0.5,mu+1,100,0.1218800323358279,0.0004515647888183594
MMDl,laplacian,0.5,std*2,100,0.02308242046050786,0.0004646778106689453
MMDl,laplacian,0.5,unif_law,100,-0.007780954114964516,0.0004401206970214844
MMDl,laplacian,1.0,same,100,-0.041640381073637725,0.0004444122314453125
MMDl,laplacian,1.0,mu+1,100,0.13326955401785676,0.0004956722259521484
MMDl,laplacian,1.0,std*2,100,0.02454822542256025,0.0004825592041015625
MMDl,laplacian,1.0,unif_law,100,-0.001030699303475373,0.0004773139953613281
MMDl,laplacian,2.0,same,100,-0.019171992889111707,0.0004458427429199219
MMDl,laplacian,2.0,mu+1,100,0.10919769681829586,0.0004646778106689453
MMDl,laplacian,2.0,std*2,100,0.012263758568029672,0.0004563331604003906
MMDl,laplacian,2.0,unif_law,100,0.012227577788190693,0.0006337165832519531
MMDl,laplacian,5.0,same,100,0.023510778637325133,0.00044417381286621094
MMDl,laplacian,5.0,mu+1,100,0.058301058384063006,0.0004925727844238281
MMDl,laplacian,5.0,std*2,100,0.0007279824109494193,0.0004591941833496094
MMDl,laplacian,5.0,unif_law,100,0.020944402615772562,0.00048279762268066406
MMDq,gaussian,0.25,same,100,-0.004552063367460835,0.005099058151245117
MMDq,gaussian,0.25,mu+1,100,0.1664801418248485,0.004051923751831055
MMDq,gaussian,0.25,std*2,100,0.09481853178035554,0.003848552703857422
MMDq,gaussian,0.25,unif_law,100,0.04783817715049499,0.003838777542114258
MMDq,gaussian,0.5,same,100,-0.002639458454286925,0.0038275718688964844
MMDq,gaussian,0.5,mu+1,100,0.20410723504394557,0.00405573844909668
MMDq,gaussian,0.5,std*2,100,0.1173733272589279,0.0038404464721679688
MMDq,gaussian,0.5,unif_law,100,0.041368998149920344,0.0038297176361083984
MMDq,gaussian,1.0,same,100,-0.0009398487573946124,0.0038504600524902344
MMDq,gaussian,1.0,mu+1,100,0.2221606394734481,0.0040967464447021484
MMDq,gaussian,1.0,std*2,100,0.12695887300111297,0.0038759708404541016
MMDq,gaussian,1.0,unif_law,100,0.025477770940172118,0.0038573741912841797
MMDq,gaussian,2.0,same,100,-0.00034935604708952184,0.003861665725708008
MMDq,gaussian,2.0,mu+1,100,0.20547978583985627,0.004081249237060547
MMDq,gaussian,2.0,std*2,100,0.11304046484953711,0.0038900375366210938
MMDq,gaussian,2.0,unif_law,100,0.00976753950965481,0.0038552284240722656
MMDq,gaussian,5.0,same,100,-0.00038613653367347567,0.0038084983825683594
MMDq,gaussian,5.0,mu+1,100,0.14067800512468565,0.003871440887451172
MMDq,gaussian,5.0,std*2,100,0.06468206367723339,0.0038824081420898438
MMDq,gaussian,5.0,unif_law,100,0.0006284905307503141,0.0038650035858154297
MMDq,laplacian,0.25,same,100,-0.0007435893968967822,0.0032706260681152344
MMDq,laplacian,0.25,mu+1,100,0.10712000816759315,0.0030956268310546875
MMDq,laplacian,0.25,std*2,100,0.049913499419577345,0.0030972957611083984
MMDq,laplacian,0.25,unif_law,100,0.0088218430382081,0.003093242645263672
MMDq,laplacian,0.5,same,100,-0.0012276347703938928,0.003086090087890625
MMDq,laplacian,0.5,mu+1,100,0.14726734473545045,0.0032989978790283203
MMDq,laplacian,0.5,std*2,100,0.07637308070432969,0.003126382827758789
MMDq,laplacian,0.5,unif_law,100,0.017034827692459453,0.003092527389526367
MMDq,laplacian,1.0,same,100,-0.0019158299474426599,0.0031130313873291016
MMDq,laplacian,1.0,mu+1,100,0.15555963331103928,0.003112316131591797
MMDq,laplacian,1.0,std*2,100,0.08617132795036297,0.003281831741333008
MMDq,laplacian,1.0,unif_law,100,0.028184906790985287,0.003093719482421875
MMDq,laplacian,2.0,same,100,-0.002417976761838525,0.003050565719604492
MMDq,laplacian,2.0,mu+1,100,0.11939857899173906,0.0030775070190429688
MMDq,laplacian,2.0,std*2,100,0.0665126405277755,0.003324270248413086
MMDq,laplacian,2.0,unif_law,100,0.034408097263525395,0.003116130828857422
MMDq,laplacian,5.0,same,100,-0.0008038079095822603,0.003102540969848633
MMDq,laplacian,5.0,mu+1,100,0.057419526807042404,0.0031185150146484375
MMDq,laplacian,5.0,std*2,100,0.0298776206159323,0.0033016204833984375
MMDq,laplacian,5.0,unif_law,100,0.02609770370416914,0.0030426979064941406
MMDl,gaussian,0.25,same,500,-0.04306210469068555,0.0006227493286132812
MMDl,gaussian,0.25,mu+1,500,0.09722622564824056,0.0006814002990722656
MMDl,gaussian,0.25,std*2,500,0.052022308795864204,0.0006763935089111328
MMDl,gaussian,0.25,unif_law,500,0.03074143235283043,0.0006618499755859375
MMDl,gaussian,0.5,same,500,-0.048748601767512126,0.0006940364837646484
MMDl,gaussian,0.5,mu+1,500,0.12586422696068866,0.0006768703460693359
MMDl,gaussian,0.5,std*2,500,0.049542277288754176,0.0006785392761230469
MMDl,gaussian,0.5,unif_law,500,0.019196367512272956,0.0006620883941650391
MMDl,gaussian,1.0,same,500,-0.049267282925793326,0.0006763935089111328
MMDl,gaussian,1.0,mu+1,500,0.15212426740867693,0.0006844997406005859
MMDl,gaussian,1.0,std*2,500,0.04660763529324464,0.0007328987121582031
MMDl,gaussian,1.0,unif_law,500,0.0023361231880172683,0.0008511543273925781
MMDl,gaussian,2.0,same,500,-0.04274426239094874,0.0007493495941162109
MMDl,gaussian,2.0,mu+1,500,0.15328858183611488,0.0009074211120605469
MMDl,gaussian,2.0,std*2,500,0.032364549106381216,0.0007047653198242188
MMDl,gaussian,2.0,unif_law,500,-0.007005520864174855,0.0006794929504394531
MMDl,gaussian,5.0,same,500,-0.027298333199293437,0.0006785392761230469
MMDl,gaussian,5.0,mu+1,500,0.11213538308931925,0.000682830810546875
MMDl,gaussian,5.0,std*2,500,0.0036423536504063348,0.0006883144378662109
MMDl,gaussian,5.0,unif_law,500,-0.007124904620080201,0.0006699562072753906
MMDl,laplacian,0.25,same,500,-0.022489335675017628,0.0005476474761962891
MMDl,laplacian,0.25,mu+1,500,0.08062612186402203,0.0005595684051513672
MMDl,laplacian,0.25,std*2,500,0.010386119841738036,0.0005719661712646484
MMDl,laplacian,0.25,unif_law,500,0.0015432133809794096,0.0006327629089355469
MMDl,laplacian,0.5,same,500,-0.0319907705892698,0.0005414485931396484
MMDl,laplacian,0.5,mu+1,500,0.10740382781269647,0.0005538463592529297
MMDl,laplacian,0.5,std*2,500,0.025595652976763462,0.0005602836608886719
MMDl,laplacian,0.5,unif_law,500,0.0060944807220164425,0.0005404949188232422
MMDl,laplacian,1.0,same,500,-0.035698975317470516,0.000553131103515625
MMDl,laplacian,1.0,mu+1,500,0.10883398678239507,0.0005841255187988281
MMDl,laplacian,1.0,std*2,500,0.0408590671620459,0.0005781650543212891
MMDl,laplacian,1.0,unif_law,500,0.0159939096083624,0.0007410049438476562
MMDl,laplacian,2.0,same,500,-0.02919384798866224,0.0005483627319335938
MMDl,laplacian,2.0,mu+1,500,0.08365516666306269,0.0007073879241943359
MMDl,laplacian,2.0,std*2,500,0.04461589383035184,0.0005691051483154297
MMDl,laplacian,2.0,unif_law,500,0.02747432014948535,0.0005543231964111328
MMDl,laplacian,5.0,same,500,-0.01505914268889913,0.0005486011505126953
MMDl,laplacian,5.0,mu+1,500,0.05375396327558273,0.0005638599395751953
MMDl,laplacian,5.0,std*2,500,0.034037501260401955,0.0005691051483154297
MMDl,laplacian,5.0,unif_law,500,0.03148800183490837,0.000553131103515625
MMDq,gaussian,0.25,same,500,0.00017756846801497694,0.06408977508544922
MMDq,gaussian,0.25,mu+1,500,0.14817667926878275,0.058426856994628906
MMDq,gaussian,0.25,std*2,500,0.08304603495661644,0.05868363380432129
MMDq,gaussian,0.25,unif_law,500,0.008946298978820821,0.05854058265686035
MMDq,gaussian,0.5,same,500,0.00030404339304102024,0.05869340896606445
MMDq,gaussian,0.5,mu+1,500,0.18376006905903863,0.05845308303833008
MMDq,gaussian,0.5,std*2,500,0.10218467916911644,0.058782339096069336
MMDq,gaussian,0.5,unif_law,500,0.006353863351465705,0.05830955505371094
MMDq,gaussian,1.0,same,500,0.0004657512627306293,0.05849623680114746
MMDq,gaussian,1.0,mu+1,500,0.20493077518089153,0.05864548683166504
MMDq,gaussian,1.0,std*2,500,0.11161827280074532,0.059365272521972656
MMDq,gaussian,1.0,unif_law,500,0.002745339520101364,0.05837678909301758
MMDq,gaussian,2.0,same,500,0.0006929264984998351,0.06194138526916504
MMDq,gaussian,2.0,mu+1,500,0.195865479832801,0.05911540985107422
MMDq,gaussian,2.0,std*2,500,0.101568434325918,0.05826163291931152
MMDq,gaussian,2.0,unif_law,500,0.00027091496183118124,0.05814051628112793
MMDq,gaussian,5.0,same,500,0.0006621122095507026,0.05840635299682617
MMDq,gaussian,5.0,mu+1,500,0.13975900396121443,0.0583343505859375
MMDq,gaussian,5.0,std*2,500,0.06130206938953786,0.058974504470825195
MMDq,gaussian,5.0,unif_law,500,-0.00040001953874790885,0.06300497055053711
MMDq,laplacian,0.25,same,500,0.00031350647890637795,0.04197287559509277
MMDq,laplacian,0.25,mu+1,500,0.10315849331664739,0.04164290428161621
MMDq,laplacian,0.25,std*2,500,0.0462770672390036,0.04161214828491211
MMDq,laplacian,0.25,unif_law,500,0.0012470368373143081,0.041758060455322266
MMDq,laplacian,0.5,same,500,0.00031035943325408155,0.04162335395812988
MMDq,laplacian,0.5,mu+1,500,0.139140019446226,0.04155087471008301
MMDq,laplacian,0.5,std*2,500,0.06934825253147636,0.04191780090332031
MMDq,laplacian,0.5,unif_law,500,0.0025721757099459452,0.041964054107666016
MMDq,laplacian,1.0,same,500,8.257074377060469e-05,0.041676998138427734
MMDq,laplacian,1.0,mu+1,500,0.14319609663287736,0.0414576530456543
MMDq,laplacian,1.0,std*2,500,0.07701225665764388,0.04169774055480957
MMDq,laplacian,1.0,unif_law,500,0.004744176146372681,0.04153156280517578
MMDq,laplacian,2.0,same,500,-0.0003092952926631032,0.04151606559753418
MMDq,laplacian,2.0,mu+1,500,0.10738740622206894,0.04141688346862793
MMDq,laplacian,2.0,std*2,500,0.0597328970721831,0.04158329963684082
MMDq,laplacian,2.0,unif_law,500,0.006601672418937388,0.041359901428222656
MMDq,laplacian,5.0,same,500,-0.0008160242246264549,0.04166150093078613
MMDq,laplacian,5.0,mu+1,500,0.05124973366174612,0.0417325496673584
MMDq,laplacian,5.0,std*2,500,0.028733124474185884,0.04151415824890137
MMDq,laplacian,5.0,unif_law,500,0.005503713512713476,0.04250168800354004
MMDl,gaussian,0.25,same,1000,-0.012526353465476632,0.0007140636444091797
MMDl,gaussian,0.25,mu+1,1000,0.1290641499968864,0.0008184909820556641
MMDl,gaussian,0.25,std*2,1000,0.06511442507700577,0.0007710456848144531
MMDl,gaussian,0.25,unif_law,1000,0.03991666383489144,0.0007965564727783203
MMDl,gaussian,0.5,same,1000,-0.0058791432590570595,0.0007605552673339844
MMDl,gaussian,0.5,mu+1,1000,0.1581317270783619,0.0007736682891845703
MMDl,gaussian,0.5,std*2,1000,0.07441805294890395,0.0007765293121337891
MMDl,gaussian,0.5,unif_law,1000,0.026795037487496186,0.0007555484771728516
MMDl,gaussian,1.0,same,1000,-0.0035312805919984385,0.0007660388946533203
MMDl,gaussian,1.0,mu+1,1000,0.16957853781551172,0.0007834434509277344
MMDl,gaussian,1.0,std*2,1000,0.07726356739222683,0.0008447170257568359
MMDl,gaussian,1.0,unif_law,1000,0.011155614274202435,0.0007901191711425781
MMDl,gaussian,2.0,same,1000,-0.003674527020270716,0.0008418560028076172
MMDl,gaussian,2.0,mu+1,1000,0.15746014639471423,0.0008070468902587891
MMDl,gaussian,2.0,std*2,1000,0.07103922283124223,0.0008521080017089844
MMDl,gaussian,2.0,unif_law,1000,0.002982559273582751,0.00080108642578125
MMDl,gaussian,5.0,same,1000,-0.002503898947438643,0.0007598400115966797
MMDl,gaussian,5.0,mu+1,1000,0.11124022015928427,0.0008020401000976562
MMDl,gaussian,5.0,std*2,1000,0.043985823644503624,0.0007784366607666016
MMDl,gaussian,5.0,unif_law,1000,0.001567136759641926,0.0007646083831787109
MMDl,laplacian,0.25,same,1000,-0.0034773669430317113,0.0006115436553955078
MMDl,laplacian,0.25,mu+1,1000,0.08371764696556636,0.0006310939788818359
MMDl,laplacian,0.25,std*2,1000,0.03330395637735035,0.0006325244903564453
MMDl,laplacian,0.25,unif_law,1000,0.007452043346902314,0.0006473064422607422
MMDl,laplacian,0.5,same,1000,-0.005859249260339766,0.0006120204925537109
MMDl,laplacian,0.5,mu+1,1000,0.11373410317967671,0.00063323974609375
MMDl,laplacian,0.5,std*2,1000,0.05064736553629854,0.0006704330444335938
MMDl,laplacian,0.5,unif_law,1000,0.013520604900959028,0.0007910728454589844
MMDl,laplacian,1.0,same,1000,-0.009017185269948868,0.0006215572357177734
MMDl,laplacian,1.0,mu+1,1000,0.11865260224280422,0.0006401538848876953
MMDl,laplacian,1.0,std*2,1000,0.057625425942774824,0.0006492137908935547
MMDl,laplacian,1.0,unif_law,1000,0.02306978837632971,0.0006403923034667969
MMDl,laplacian,2.0,same,1000,-0.012681955730960965,0.0006186962127685547
MMDl,laplacian,2.0,mu+1,1000,0.0898248374431523,0.0006787776947021484
MMDl,laplacian,2.0,std*2,1000,0.047780080423614944,0.0006933212280273438
MMDl,laplacian,2.0,unif_law,1000,0.032611767511387425,0.0006268024444580078
MMDl,laplacian,5.0,same,1000,-0.01293392832411432,0.0006215572357177734
MMDl,laplacian,5.0,mu+1,1000,0.04090112134478767,0.0006437301635742188
MMDl,laplacian,5.0,std*2,1000,0.025937246718284145,0.0006442070007324219
MMDl,laplacian,5.0,unif_law,1000,0.03161837319096645,0.0006623268127441406
MMDq,gaussian,0.25,same,1000,-0.0008454607277659232,0.29893994331359863
MMDq,gaussian,0.25,mu+1,1000,0.1272818773515897,0.2949826717376709
MMDq,gaussian,0.25,std*2,1000,0.06042560301605593,0.29328322410583496
MMDq,gaussian,0.25,unif_law,1000,0.023388580534693837,0.29546093940734863
MMDq,gaussian,0.5,same,1000,-0.00063591744668412,0.31054258346557617
MMDq,gaussian,0.5,mu+1,1000,0.1556830333321637,0.2968289852142334
MMDq,gaussian,0.5,std*2,1000,0.07475974012267939,0.3091559410095215
MMDq,gaussian,0.5,unif_law,1000,0.016694644105517353,0.2973043918609619
MMDq,gaussian,1.0,same,1000,-0.00042284229635147774,0.29497551918029785
MMDq,gaussian,1.0,mu+1,1000,0.17108220267714191,0.2923543453216553
MMDq,gaussian,1.0,std*2,1000,0.08239336452031176,0.2935831546783447
MMDq,gaussian,1.0,unif_law,1000,0.007670613180490227,0.29547548294067383
MMDq,gaussian,2.0,same,1000,-0.00028873037312493466,0.29413795471191406
MMDq,gaussian,2.0,mu+1,1000,0.16141969388610056,0.29477453231811523
MMDq,gaussian,2.0,std*2,1000,0.07570521952282872,0.29326605796813965
MMDq,gaussian,2.0,unif_law,1000,0.0023302937810045776,0.2940342426300049
MMDq,gaussian,5.0,same,1000,-0.00019959466710206542,0.29372143745422363
MMDq,gaussian,5.0,mu+1,1000,0.11391587396983738,0.2944960594177246
MMDq,gaussian,5.0,std*2,1000,0.04588589517889474,0.2992880344390869
MMDq,gaussian,5.0,unif_law,1000,0.0006446330157912072,0.29396820068359375
