MethMMD,Kernel,parametre,perturbation,size,mmd,time
MMDl,gaussian,0.25,unif_law,50,0.3066004763581237,0.0005168914794921875
MMDl,gaussian,0.5,same,50,0.2565419693519751,0.0005197525024414062
MMDl,gaussian,0.5,mu+1,50,0.28692707443943133,0.0005385875701904297
MMDl,gaussian,0.5,std*2,50,0.302946943049906,0.0005350112915039062
MMDl,gaussian,0.5,unif_law,50,0.31605432108706166,0.0005204677581787109
MMDl,gaussian,1.0,same,50,0.2008479040901333,0.0005333423614501953
MMDl,gaussian,1.0,mu+1,50,0.2662530741736835,0.0005397796630859375
MMDl,gaussian,1.0,std*2,50,0.3134136165061068,0.0005397796630859375
MMDl,gaussian,1.0,unif_law,50,0.26608496596344094,0.0005750656127929688
MMDl,gaussian,2.0,same,50,0.13379569967644186,0.0005280971527099609
MMDl,gaussian,2.0,mu+1,50,0.20077457145348704,0.0005438327789306641
MMDl,gaussian,2.0,std*2,50,0.25260599926317256,0.0006003379821777344
MMDl,gaussian,2.0,unif_law,50,0.1833863446197269,0.0005314350128173828
MMDl,gaussian,5.0,same,50,0.06267586576274056,0.0005273818969726562
MMDl,gaussian,5.0,mu+1,50,0.11007061745999266,0.0005838871002197266
MMDl,gaussian,5.0,std*2,50,0.14212397350907152,0.0005407333374023438
MMDl,gaussian,5.0,unif_law,50,0.08825779863581047,0.0005278587341308594
MMDl,laplacian,0.25,same,50,0.08544854905366037,0.0004417896270751953
MMDl,laplacian,0.25,mu+1,50,0.10344283504054573,0.0004718303680419922
MMDl,laplacian,0.25,std*2,50,0.12467560573156121,0.0005156993865966797
MMDl,laplacian,0.25,unif_law,50,0.10580731503098675,0.0004448890686035156
MMDl,laplacian,0.5,same,50,0.14143192298696866,0.0004439353942871094
MMDl,laplacian,0.5,mu+1,50,0.15527469066882724,0.00045871734619140625
MMDl,laplacian,0.5,std*2,50,0.18710575259718432,0.0004622936248779297
MMDl,laplacian,0.5,unif_law,50,0.17053868428248273,0.00044536590576171875
MMDl,laplacian,1.0,same,50,0.1985771479687434,0.0004563331604003906
MMDl,laplacian,1.0,mu+1,50,0.18378969193804195,0.0005059242248535156
MMDl,laplacian,1.0,std*2,50,0.21843030335956592,0.0004711151123046875
MMDl,laplacian,1.0,unif_law,50,0.22767224662701038,0.000453948974609375
MMDl,laplacian,2.0,same,50,0.21972734058743953,0.0007014274597167969
MMDl,laplacian,2.0,mu+1,50,0.1494391442327814,0.00048065185546875
MMDl,laplacian,2.0,std*2,50,0.18192348844969186,0.00048089027404785156
MMDl,laplacian,2.0,unif_law,50,0.23142341074501385,0.0004611015319824219
MMDl,laplacian,5.0,same,50,0.16970648497726798,0.0004982948303222656
MMDl,laplacian,5.0,mu+1,50,0.04695274418295064,0.00048160552978515625
MMDl,laplacian,5.0,std*2,50,0.09181166248271846,0.00048160552978515625
MMDl,laplacian,5.0,unif_law,50,0.160600129786847,0.0004646778106689453
MMDq,gaussian,0.25,same,50,-2.7346971846586854e-05,0.0025653839111328125
MMDq,gaussian,0.25,mu+1,50,0.03273092908280917,0.002644062042236328
MMDq,gaussian,0.25,std*2,50,0.031067957303067995,0.002675771713256836
MMDq,gaussian,0.25,unif_law,50,0.014799686668728773,0.002607583999633789
MMDq,gaussian,0.5,same,50,0.004003486322045724,0.002565622329711914
MMDq,gaussian,0.5,mu+1,50,0.04460658806201745,0.002673625946044922
MMDq,gaussian,0.5,std*2,50,0.046337376224199534,0.0026252269744873047
MMDq,gaussian,0.5,unif_law,50,0.016641354914678108,0.0025475025177001953
MMDq,gaussian,1.0,same,50,0.007405606450777924,0.002555370330810547
MMDq,gaussian,1.0,mu+1,50,0.05710682264175104,0.0026340484619140625
MMDq,gaussian,1.0,std*2,50,0.05827057230050581,0.0026340484619140625
MMDq,gaussian,1.0,unif_law,50,0.017665450233543822,0.0026226043701171875
MMDq,gaussian,2.0,same,50,0.007931249426583076,0.002610445022583008
MMDq,gaussian,2.0,mu+1,50,0.06049512392795253,0.0025856494903564453
MMDq,gaussian,2.0,std*2,50,0.06031674371063844,0.0025768280029296875
MMDq,gaussian,2.0,unif_law,50,0.01639147272731245,0.0026273727416992188
MMDq,gaussian,5.0,same,50,0.005368329079928902,0.0026268959045410156
MMDq,gaussian,5.0,mu+1,50,0.04691725819213577,0.0026674270629882812
MMDq,gaussian,5.0,std*2,50,0.04225050600833358,0.0026459693908691406
MMDq,gaussian,5.0,unif_law,50,0.010314662690280363,0.0026826858520507812
MMDq,laplacian,0.25,same,50,0.0026988169415236296,0.0023279190063476562
MMDq,laplacian,0.25,mu+1,50,0.031335960783316574,0.0022842884063720703
MMDq,laplacian,0.25,std*2,50,0.02670168567534903,0.0023450851440429688
MMDq,laplacian,0.25,unif_law,50,0.008195943356498647,0.0023186206817626953
MMDq,laplacian,0.5,same,50,0.0029659561244710364,0.002272367477416992
MMDq,laplacian,0.5,mu+1,50,0.03989369343310334,0.0023441314697265625
MMDq,laplacian,0.5,std*2,50,0.03655190259369845,0.0023343563079833984
MMDq,laplacian,0.5,unif_law,50,0.011747430296850547,0.0023012161254882812
MMDq,laplacian,1.0,same,50,0.0009869592002710315,0.0023190975189208984
MMDq,laplacian,1.0,mu+1,50,0.036784264850831416,0.0023415088653564453
MMDq,laplacian,1.0,std*2,50,0.034265723861689024,0.0022988319396972656
MMDq,laplacian,1.0,unif_law,50,0.013011628160561561,0.0022690296173095703
MMDq,laplacian,2.0,same,50,-0.003530978598258794,0.0023751258850097656
MMDq,laplacian,2.0,mu+1,50,0.022757087826652367,0.0024945735931396484
MMDq,laplacian,2.0,std*2,50,0.0184300256879793,0.0023703575134277344
MMDq,laplacian,2.0,unif_law,50,0.010580718620630647,0.0023360252380371094
MMDq,laplacian,5.0,same,50,-0.008850307569495064,0.0023124217987060547
MMDq,laplacian,5.0,mu+1,50,0.005991803790429545,0.0024862289428710938
MMDq,laplacian,5.0,std*2,50,-0.000656944049501007,0.002343416213989258
MMDq,laplacian,5.0,unif_law,50,0.005162277526434528,0.002338886260986328
MMDl,gaussian,0.25,same,100,-0.019813319707851988,0.0005884170532226562
MMDl,gaussian,0.25,mu+1,100,0.1538437818276044,0.0005536079406738281
MMDl,gaussian,0.25,std*2,100,0.058019527066449327,0.0005500316619873047
MMDl,gaussian,0.25,unif_law,100,-0.12587405761911852,0.0007262229919433594
MMDl,gaussian,0.5,same,100,-0.030183258105021694,0.0005338191986083984
MMDl,gaussian,0.5,mu+1,100,0.14623997285833126,0.0005424022674560547
MMDl,gaussian,0.5,std*2,100,0.08910004202997086,0.0005466938018798828
MMDl,gaussian,0.5,unif_law,100,-0.15552375306176777,0.0005266666412353516
MMDl,gaussian,1.0,same,100,-0.0326385094309763,0.0005767345428466797
MMDl,gaussian,1.0,mu+1,100,0.13167232816804783,0.0005533695220947266
MMDl,gaussian,1.0,std*2,100,0.09308925013042753,0.0005543231964111328
MMDl,gaussian,1.0,unif_law,100,-0.15179659743758742,0.0005393028259277344
MMDl,gaussian,2.0,same,100,-0.026055990984047525,0.0005393028259277344
MMDl,gaussian,2.0,mu+1,100,0.11464846161512725,0.0005514621734619141
MMDl,gaussian,2.0,std*2,100,0.06706529784919751,0.0005550384521484375
MMDl,gaussian,2.0,unif_law,100,-0.11629314537466443,0.0005381107330322266
MMDl,gaussian,5.0,same,100,-0.016219645016903712,0.0005431175231933594
MMDl,gaussian,5.0,mu+1,100,0.08342351347698625,0.0005548000335693359
MMDl,gaussian,5.0,std*2,100,0.02870887274733093,0.0005533695220947266
MMDl,gaussian,5.0,unif_law,100,-0.06297639488625321,0.0005383491516113281
MMDl,laplacian,0.25,same,100,-0.015272623095391537,0.00045180320739746094
MMDl,laplacian,0.25,mu+1,100,0.06920153645262005,0.0005035400390625
MMDl,laplacian,0.25,std*2,100,0.026628691945228697,0.00047016143798828125
MMDl,laplacian,0.25,unif_law,100,-0.05966464072900393,0.00045180320739746094
MMDl,laplacian,0.5,same,100,-0.022339593532668404,0.0004558563232421875
MMDl,laplacian,0.5,mu+1,100,0.09647240895501845,0.0005085468292236328
MMDl,laplacian,0.5,std*2,100,0.04232144267110371,0.0004677772521972656
MMDl,laplacian,0.5,unif_law,100,-0.08968057687447434,0.0004546642303466797
MMDl,laplacian,1.0,same,100,-0.02730335559527951,0.000461578369140625
MMDl,laplacian,1.0,mu+1,100,0.10903329171246824,0.0004794597625732422
MMDl,laplacian,1.0,std*2,100,0.04837970765970866,0.00047850608825683594
MMDl,laplacian,1.0,unif_law,100,-0.10707350416760555,0.00046372413635253906
MMDl,laplacian,2.0,same,100,-0.028327653149521872,0.00046253204345703125
MMDl,laplacian,2.0,mu+1,100,0.09579605755352347,0.00047707557678222656
MMDl,laplacian,2.0,std*2,100,0.02902908604382759,0.00047898292541503906
MMDl,laplacian,2.0,unif_law,100,-0.09197689795618881,0.00046539306640625
MMDl,laplacian,5.0,same,100,-0.03126327750724304,0.0004646778106689453
MMDl,laplacian,5.0,mu+1,100,0.04215846383272963,0.00048089027404785156
MMDl,laplacian,5.0,std*2,100,-0.005043407568825185,0.0004792213439941406
MMDl,laplacian,5.0,unif_law,100,-0.05358428165909265,0.00046563148498535156
MMDq,gaussian,0.25,same,100,-0.006896081575467394,0.005097389221191406
MMDq,gaussian,0.25,mu+1,100,0.12074424495152247,0.003983736038208008
MMDq,gaussian,0.25,std*2,100,0.06074805661338584,0.004000425338745117
MMDq,gaussian,0.25,unif_law,100,0.0024912818407452075,0.0039746761322021484
MMDq,gaussian,0.5,same,100,-0.006288862967416042,0.003968000411987305
MMDq,gaussian,0.5,mu+1,100,0.14598610692174852,0.00397944450378418
MMDq,gaussian,0.5,std*2,100,0.07285491299381097,0.003993988037109375
MMDq,gaussian,0.5,unif_law,100,0.0005040953254288327,0.003959178924560547
MMDq,gaussian,1.0,same,100,-0.0050983609717063505,0.0040340423583984375
MMDq,gaussian,1.0,mu+1,100,0.15848802887634572,0.004004955291748047
MMDq,gaussian,1.0,std*2,100,0.07690687494948867,0.004052877426147461
MMDq,gaussian,1.0,unif_law,100,-0.002480676194174025,0.0039637088775634766
MMDq,gaussian,2.0,same,100,-0.003910567810054166,0.003943443298339844
MMDq,gaussian,2.0,mu+1,100,0.14913488783093531,0.004018068313598633
MMDq,gaussian,2.0,std*2,100,0.06871679812588272,0.004056692123413086
MMDq,gaussian,2.0,unif_law,100,-0.0032029300804823357,0.003998279571533203
MMDq,gaussian,5.0,same,100,-0.002318310122948919,0.003985166549682617
MMDq,gaussian,5.0,mu+1,100,0.10668767621797559,0.0040090084075927734
MMDq,gaussian,5.0,std*2,100,0.04064831852600226,0.004026889801025391
MMDq,gaussian,5.0,unif_law,100,-0.0015211482684338584,0.003986358642578125
MMDq,laplacian,0.25,same,100,-0.0022852166214315517,0.0032083988189697266
MMDq,laplacian,0.25,mu+1,100,0.08009951498126422,0.0032379627227783203
MMDq,laplacian,0.25,std*2,100,0.031238907487592726,0.0032188892364501953
MMDq,laplacian,0.25,unif_law,100,-0.0008675455866617998,0.003159761428833008
MMDq,laplacian,0.5,same,100,-0.003465996248899872,0.003192901611328125
MMDq,laplacian,0.5,mu+1,100,0.10858652912052835,0.003225088119506836
MMDq,laplacian,0.5,std*2,100,0.0478699189825561,0.0032186508178710938
MMDq,laplacian,0.5,unif_law,100,-0.001219864486729838,0.0032105445861816406
MMDq,laplacian,1.0,same,100,-0.004301344925429551,0.003204345703125
MMDq,laplacian,1.0,mu+1,100,0.11351887991230858,0.0032253265380859375
MMDq,laplacian,1.0,std*2,100,0.054508162476259225,0.003217458724975586
MMDq,laplacian,1.0,unif_law,100,-0.0010077424911293376,0.0031905174255371094
MMDq,laplacian,2.0,same,100,-0.003961428028234515,0.003199338912963867
MMDq,laplacian,2.0,mu+1,100,0.08807175387807675,0.003234386444091797
MMDq,laplacian,2.0,std*2,100,0.04382605098009096,0.0032689571380615234
MMDq,laplacian,2.0,unif_law,100,-0.0004979388829042808,0.0033597946166992188
MMDq,laplacian,5.0,same,100,-0.0013862091531126053,0.003214597702026367
MMDq,laplacian,5.0,mu+1,100,0.04466923886616725,0.003225564956665039
MMDq,laplacian,5.0,std*2,100,0.02237348385042348,0.0032727718353271484
MMDq,laplacian,5.0,unif_law,100,-0.0021589100054209553,0.0031850337982177734
MMDl,gaussian,0.25,same,500,-0.07647638432116634,0.0006225109100341797
MMDl,gaussian,0.25,mu+1,500,0.032583252369141065,0.000698089599609375
MMDl,gaussian,0.25,std*2,500,0.002394766365097837,0.0007371902465820312
MMDl,gaussian,0.25,unif_law,500,-0.07519822187671894,0.0006759166717529297
MMDl,gaussian,0.5,same,500,-0.08424811357398489,0.00067901611328125
MMDl,gaussian,0.5,mu+1,500,0.05697439642352549,0.0007469654083251953
MMDl,gaussian,0.5,std*2,500,0.006153697549062144,0.0006997585296630859
MMDl,gaussian,0.5,unif_law,500,-0.06578809036454794,0.0006759166717529297
MMDl,gaussian,1.0,same,500,-0.08039321181086972,0.0007259845733642578
MMDl,gaussian,1.0,mu+1,500,0.08743462362772698,0.0007052421569824219
MMDl,gaussian,1.0,std*2,500,0.008329981907127604,0.0007119178771972656
MMDl,gaussian,1.0,unif_law,500,-0.05590178215620369,0.0007245540618896484
MMDl,gaussian,2.0,same,500,-0.06314319927483064,0.0006849765777587891
MMDl,gaussian,2.0,mu+1,500,0.10230458855977417,0.0007023811340332031
MMDl,gaussian,2.0,std*2,500,0.003510313429772623,0.0006995201110839844
MMDl,gaussian,2.0,unif_law,500,-0.04516080936997332,0.0006864070892333984
MMDl,gaussian,5.0,same,500,-0.03339932939933101,0.0006883144378662109
MMDl,gaussian,5.0,mu+1,500,0.08414484222565238,0.0007042884826660156
MMDl,gaussian,5.0,std*2,500,-0.007530935811537916,0.0007038116455078125
MMDl,gaussian,5.0,unif_law,500,-0.027779375858811364,0.0006840229034423828
MMDl,laplacian,0.25,same,500,-0.03152840474799871,0.0005593299865722656
MMDl,laplacian,0.25,mu+1,500,0.05327906265822287,0.0005793571472167969
MMDl,laplacian,0.25,std*2,500,-0.004453584868826852,0.0006167888641357422
MMDl,laplacian,0.25,unif_law,500,-0.027722175365742827,0.0005605220794677734
MMDl,laplacian,0.5,same,500,-0.048068221923591975,0.0005602836608886719
MMDl,laplacian,0.5,mu+1,500,0.0654655408038376,0.0005776882171630859
MMDl,laplacian,0.5,std*2,500,-0.0016322911282275073,0.0005869865417480469
MMDl,laplacian,0.5,unif_law,500,-0.04227339321536954,0.0005795955657958984
MMDl,laplacian,1.0,same,500,-0.05766314370823983,0.0005893707275390625
MMDl,laplacian,1.0,mu+1,500,0.05678948537061393,0.0006380081176757812
MMDl,laplacian,1.0,std*2,500,0.0012556832080018124,0.0006062984466552734
MMDl,laplacian,1.0,unif_law,500,-0.054009437183281196,0.0006232261657714844
MMDl,laplacian,2.0,same,500,-0.048595681518844344,0.0005884170532226562
MMDl,laplacian,2.0,mu+1,500,0.03435041089555315,0.0006046295166015625
MMDl,laplacian,2.0,std*2,500,-0.0006842822913905593,0.0006067752838134766
MMDl,laplacian,2.0,unif_law,500,-0.05598744402326065,0.0005831718444824219
MMDl,laplacian,5.0,same,500,-0.019526130366099567,0.0005841255187988281
MMDl,laplacian,5.0,mu+1,500,0.019661463820216638,0.0006330013275146484
MMDl,laplacian,5.0,std*2,500,-0.006095768230652623,0.00060272216796875
MMDl,laplacian,5.0,unif_law,500,-0.04016146630238805,0.0005857944488525391
MMDq,gaussian,0.25,same,500,-0.00041324242702367453,0.07129263877868652
MMDq,gaussian,0.25,mu+1,500,0.13705006248716478,0.05852198600769043
MMDq,gaussian,0.25,std*2,500,0.06182334672293044,0.05890321731567383
MMDq,gaussian,0.25,unif_law,500,0.01291944684704216,0.059129953384399414
MMDq,gaussian,0.5,same,500,-0.0007080364635021485,0.058679819107055664
MMDq,gaussian,0.5,mu+1,500,0.1679777836958838,0.05868244171142578
MMDq,gaussian,0.5,std*2,500,0.07557819416243794,0.05883216857910156
MMDq,gaussian,0.5,unif_law,500,0.01033155873734215,0.05841541290283203
MMDq,gaussian,1.0,same,500,-0.0009001120310951904,0.059133291244506836
MMDq,gaussian,1.0,mu+1,500,0.18369560178879607,0.058686017990112305
MMDq,gaussian,1.0,std*2,500,0.08263044932989294,0.05890297889709473
MMDq,gaussian,1.0,unif_law,500,0.005897796650528475,0.0584561824798584
MMDq,gaussian,2.0,same,500,-0.0008885069447441829,0.05840659141540527
MMDq,gaussian,2.0,mu+1,500,0.17136078435747804,0.05916261672973633
MMDq,gaussian,2.0,std*2,500,0.07521892532343988,0.05849289894104004
MMDq,gaussian,2.0,unif_law,500,0.002299840191967162,0.058351755142211914
MMDq,gaussian,5.0,same,500,-0.000564418458633531,0.059079647064208984
MMDq,gaussian,5.0,mu+1,500,0.11888405435313731,0.058142900466918945
MMDq,gaussian,5.0,std*2,500,0.04536012579053006,0.058929443359375
MMDq,gaussian,5.0,unif_law,500,0.0005261648648144934,0.059060096740722656
MMDq,laplacian,0.25,same,500,-0.00039314866413198146,0.04141974449157715
MMDq,laplacian,0.25,mu+1,500,0.08988556177937213,0.04146432876586914
MMDq,laplacian,0.25,std*2,500,0.03430115998713035,0.04162764549255371
MMDq,laplacian,0.25,unif_law,500,0.0025851358216140152,0.0420222282409668
MMDq,laplacian,0.5,same,500,-0.0005347045602022149,0.04201507568359375
MMDq,laplacian,0.5,mu+1,500,0.12286726339887677,0.04162883758544922
MMDq,laplacian,0.5,std*2,500,0.0515564017530632,0.041408538818359375
MMDq,laplacian,0.5,unif_law,500,0.0047959524723144575,0.0420985221862793
MMDq,laplacian,1.0,same,500,-0.0005159429663726955,0.04157114028930664
MMDq,laplacian,1.0,mu+1,500,0.1289947532832012,0.04116344451904297
MMDq,laplacian,1.0,std*2,500,0.05747124760043576,0.04168367385864258
MMDq,laplacian,1.0,unif_law,500,0.00791418753794304,0.041486501693725586
MMDq,laplacian,2.0,same,500,-0.00028883749043995266,0.041333675384521484
MMDq,laplacian,2.0,mu+1,500,0.0987878047830143,0.04129791259765625
MMDq,laplacian,2.0,std*2,500,0.0450520403826325,0.0412600040435791
MMDq,laplacian,2.0,unif_law,500,0.0102404138815676,0.0416254997253418
MMDq,laplacian,5.0,same,500,6.246456648095755e-06,0.04153585433959961
MMDq,laplacian,5.0,mu+1,500,0.04792997939880175,0.04114365577697754
MMDq,laplacian,5.0,std*2,500,0.022488072485881777,0.04110980033874512
MMDq,laplacian,5.0,unif_law,500,0.008892925103053922,0.041079044342041016
MMDl,gaussian,0.25,same,1000,-0.027282310978947805,0.0007481575012207031
MMDl,gaussian,0.25,mu+1,1000,0.1310060339178005,0.0008089542388916016
MMDl,gaussian,0.25,std*2,1000,0.05717677145002364,0.0008068084716796875
MMDl,gaussian,0.25,unif_law,1000,-0.007744864460253438,0.0007841587066650391
MMDl,gaussian,0.5,same,1000,-0.018412241921986434,0.0008189678192138672
MMDl,gaussian,0.5,mu+1,1000,0.1599478676220344,0.0008375644683837891
MMDl,gaussian,0.5,std*2,1000,0.07737218119713106,0.0008084774017333984
MMDl,gaussian,0.5,unif_law,1000,-0.0264677341969591,0.0007829666137695312
MMDl,gaussian,1.0,same,1000,-0.013511912313547668,0.0007889270782470703
MMDl,gaussian,1.0,mu+1,1000,0.1783702603403186,0.0008111000061035156
MMDl,gaussian,1.0,std*2,1000,0.08569187903589585,0.0009167194366455078
MMDl,gaussian,1.0,unif_law,1000,-0.04222502384065501,0.000789642333984375
MMDl,gaussian,2.0,same,1000,-0.009670234320345798,0.0008246898651123047
MMDl,gaussian,2.0,mu+1,1000,0.17009064062139193,0.0008099079132080078
MMDl,gaussian,2.0,std*2,1000,0.07604084368816655,0.0008089542388916016
MMDl,gaussian,2.0,unif_law,1000,-0.04248927657804631,0.00078582763671875
MMDl,gaussian,5.0,same,1000,-0.002971475446190084,0.0007855892181396484
MMDl,gaussian,5.0,mu+1,1000,0.12197121784712533,0.0008525848388671875
MMDl,gaussian,5.0,std*2,1000,0.044982390263791104,0.0008080005645751953
MMDl,gaussian,5.0,unif_law,1000,-0.025447706822950295,0.0007917881011962891
MMDl,laplacian,0.25,same,1000,-0.007062038558017548,0.0006392002105712891
MMDl,laplacian,0.25,mu+1,1000,0.09018207302890732,0.0006604194641113281
MMDl,laplacian,0.25,std*2,1000,0.03261620093858789,0.0006947517395019531
MMDl,laplacian,0.25,unif_law,1000,-0.01740957613668547,0.000640869140625
MMDl,laplacian,0.5,same,1000,-0.013307590935330836,0.0006375312805175781
MMDl,laplacian,0.5,mu+1,1000,0.12114794526682408,0.0006585121154785156
MMDl,laplacian,0.5,std*2,1000,0.04782201260954639,0.0006968975067138672
MMDl,laplacian,0.5,unif_law,1000,-0.023910457164735475,0.0006372928619384766
MMDl,laplacian,1.0,same,1000,-0.021543617819853013,0.0006592273712158203
MMDl,laplacian,1.0,mu+1,1000,0.12430951297087069,0.0007097721099853516
MMDl,laplacian,1.0,std*2,1000,0.04978977547113658,0.0006721019744873047
MMDl,laplacian,1.0,unif_law,1000,-0.02288470696800107,0.0006504058837890625
MMDl,laplacian,2.0,same,1000,-0.029237248067172004,0.0006506443023681641
MMDl,laplacian,2.0,mu+1,1000,0.09269393839009737,0.0006639957427978516
MMDl,laplacian,2.0,std*2,1000,0.029930213615100284,0.0006694793701171875
MMDl,laplacian,2.0,unif_law,1000,-0.013215375332470643,0.0006427764892578125
MMDl,laplacian,5.0,same,1000,-0.03203904143532934,0.0006580352783203125
MMDl,laplacian,5.0,mu+1,1000,0.041945702575676716,0.0007109642028808594
MMDl,laplacian,5.0,std*2,1000,-0.0017861646763139448,0.0006883144378662109
MMDl,laplacian,5.0,unif_law,1000,-0.009277743049728613,0.0006623268127441406
MMDq,gaussian,0.25,same,1000,-0.0006889660326353519,0.29724979400634766
MMDq,gaussian,0.25,mu+1,1000,0.1413726151471406,0.2967336177825928
MMDq,gaussian,0.25,std*2,1000,0.06994269334647374,0.2962167263031006
MMDq,gaussian,0.25,unif_law,1000,0.022299366842188695,0.315720796585083
MMDq,gaussian,0.5,same,1000,-0.00041951479708524086,0.4168565273284912
MMDq,gaussian,0.5,mu+1,1000,0.17308584754186407,0.49130845069885254
MMDq,gaussian,0.5,std*2,1000,0.08593808278149295,0.43341684341430664
MMDq,gaussian,0.5,unif_law,1000,0.01753994546216231,0.36307692527770996
MMDq,gaussian,1.0,same,1000,-0.00017957183862682413,0.30554676055908203
MMDq,gaussian,1.0,mu+1,1000,0.189692737580629,0.2791416645050049
MMDq,gaussian,1.0,std*2,1000,0.09385579230520602,0.2774014472961426
MMDq,gaussian,1.0,unif_law,1000,0.009477564850827624,0.3105654716491699
MMDq,gaussian,2.0,same,1000,-6.393152036010541e-05,0.288374662399292
MMDq,gaussian,2.0,mu+1,1000,0.17803579387656066,0.30875086784362793
MMDq,gaussian,2.0,std*2,1000,0.08572994259611666,0.2767782211303711
MMDq,gaussian,2.0,unif_law,1000,0.003353811485242719,0.2761545181274414
MMDq,gaussian,5.0,same,1000,-4.7188615150739466e-05,0.27669405937194824
MMDq,gaussian,5.0,mu+1,1000,0.12479033390676042,0.2771577835083008
MMDq,gaussian,5.0,std*2,1000,0.05254933401261397,0.28620481491088867
MMDq,gaussian,5.0,unif_law,1000,0.0007096740669108037,0.2817361354827881
MMDq,laplacian,0.25,same,1000,-0.00015676958207744285,0.20309019088745117
MMDq,laplacian,0.25,mu+1,1000,0.09382835765501163,0.20506548881530762
MMDq,laplacian,0.25,std*2,1000,0.03936327022994113,0.20343589782714844
MMDq,laplacian,0.25,unif_law,1000,0.004073594635931821,0.20556974411010742
MMDq,laplacian,0.5,same,1000,-0.0002771436409305661,0.20316147804260254
MMDq,laplacian,0.5,mu+1,1000,0.12776762666184882,0.20281052589416504
MMDq,laplacian,0.5,std*2,1000,0.058769462114654725,0.21426153182983398
MMDq,laplacian,0.5,unif_law,1000,0.00757761244482813,0.20863723754882812
MMDq,laplacian,1.0,same,1000,-0.000471667751239635,0.20279455184936523
MMDq,laplacian,1.0,mu+1,1000,0.13357216319369436,0.20312857627868652
MMDq,laplacian,1.0,std*2,1000,0.06500353504864265,0.20338916778564453
MMDq,laplacian,1.0,unif_law,1000,0.012536974358101305,0.20390534400939941
MMDq,laplacian,2.0,same,1000,-0.000703256290804033,0.2032928466796875
MMDq,laplacian,2.0,mu+1,1000,0.1021613929458588,0.20383358001708984
MMDq,laplacian,2.0,std*2,1000,0.05045187443471305,0.21217751502990723
MMDq,laplacian,2.0,unif_law,1000,0.015977969117527024,0.2184293270111084
MMDq,laplacian,5.0,same,1000,-0.0007987435217864935,0.2030797004699707
MMDq,laplacian,5.0,mu+1,1000,0.04985529650585255,0.20296859741210938
MMDq,laplacian,5.0,std*2,1000,0.024567815101855267,0.20299983024597168
MMDq,laplacian,5.0,unif_law,1000,0.012621957850930371,0.20422768592834473
MMDl,gaussian,0.25,same,10,0.012019890186516858,0.0004677772521972656
MMDl,gaussian,0.25,mu+1,10,0.10386907948621849,0.0005199909210205078
MMDl,gaussian,0.25,std*2,10,0.07478714347629448,0.0005230903625488281
MMDl,gaussian,0.25,unif_law,10,0.1759735001902169,0.0005006790161132812
MMDl,gaussian,0.5,same,10,0.0245991264782774,0.0005450248718261719
MMDl,gaussian,0.5,mu+1,10,0.05955946434345538,0.0005230903625488281
MMDl,gaussian,0.5,std*2,10,0.08607392368729619,0.0005555152893066406
MMDl,gaussian,0.5,unif_law,10,0.21046123680695045,0.0005018711090087891
MMDl,gaussian,1.0,same,10,0.03392652998391092,0.0005156993865966797
MMDl,gaussian,1.0,mu+1,10,-0.008258212292668344,0.0005257129669189453
MMDl,gaussian,1.0,std*2,10,0.08220388213348846,0.0005300045013427734
MMDl,gaussian,1.0,unif_law,10,0.13577315747303728,0.0005629062652587891
MMDl,gaussian,2.0,same,10,0.04189958091383037,0.0005156993865966797
MMDl,gaussian,2.0,mu+1,10,-0.03810919537923807,0.0005266666412353516
MMDl,gaussian,2.0,std*2,10,0.06208781370809167,0.0005314350128173828
MMDl,gaussian,2.0,unif_law,10,0.021720580708309532,0.0005130767822265625
MMDl,gaussian,5.0,same,10,0.03539242627978432,0.0005128383636474609
MMDl,gaussian,5.0,mu+1,10,-0.009711952034793293,0.0005273818969726562
MMDl,gaussian,5.0,std*2,10,0.04949516406240999,0.0005307197570800781
MMDl,gaussian,5.0,unif_law,10,-0.058436370668332495,0.0005164146423339844
MMDl,laplacian,0.25,same,10,0.012120621425566558,0.00044226646423339844
MMDl,laplacian,0.25,mu+1,10,0.008471008349858788,0.0004572868347167969
MMDl,laplacian,0.25,std*2,10,0.04062235356250188,0.0004584789276123047
MMDl,laplacian,0.25,unif_law,10,-0.0007053719064326281,0.0004456043243408203
MMDl,laplacian,0.5,same,10,0.006919865474075771,0.00044417381286621094
MMDl,laplacian,0.5,mu+1,10,0.007404866703213031,0.00045990943908691406
MMDl,laplacian,0.5,std*2,10,0.0434521312470804,0.00045490264892578125
MMDl,laplacian,0.5,unif_law,10,0.03038810210846048,0.0004410743713378906
MMDl,laplacian,1.0,same,10,-0.016536445190092806,0.0004563331604003906
MMDl,laplacian,1.0,mu+1,10,0.017690624366866102,0.00046443939208984375
MMDl,laplacian,1.0,std*2,10,0.03288992679735827,0.0005056858062744141
MMDl,laplacian,1.0,unif_law,10,0.07500135951977027,0.0004420280456542969
MMDl,laplacian,2.0,same,10,-0.06176829181674979,0.00044274330139160156
MMDl,laplacian,2.0,mu+1,10,0.029811665458490344,0.0004563331604003906
MMDl,laplacian,2.0,std*2,10,-0.0017276871324001242,0.0004563331604003906
MMDl,laplacian,2.0,unif_law,10,0.0682107713501662,0.00044274330139160156
MMDl,laplacian,5.0,same,10,-0.1387506455679553,0.0004429817199707031
MMDl,laplacian,5.0,mu+1,10,-0.014856328773572857,0.0004937648773193359
