Kernel,Kernel_parameter,lambda,law_p,law_q,moyenne
laplacian,0.25,0.2,normal_0_1,unif_0_1,0.08048583066920244
laplacian,0.25,0.2,normal_0_1,unif_0_1,0.08690490790902
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.12313877125839269
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.11960687429236612
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.13678800992069534
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.1291957144496252
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.1367286562264461
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.12886773950700117
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.1350648095851322
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.13135914595908216
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.13887719606543059
laplacian,0.25,0.2,unif_-1_1,normal_1_1,0.11190421779246593
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.09545242043707163
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.08228111263965175
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.09002468280507216
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.08904855607117941
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.08808269625643687
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.0850265528034133
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.08445591628446472
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.08898389136392673
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.07361659626302332
laplacian,0.25,0.2,unif_-1_1,normal_0_2,0.08478068817063343
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.06284931113243088
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.07519198582633607
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.060176056637526364
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.06897042207261904
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.06774322341761492
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.062324281564057636
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.07173507219664035
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.06461013502185285
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.07406188318945418
laplacian,0.25,0.2,unif_-1_1,unif_0_1,0.0706376452250697
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.09176437163209494
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.08060645537404476
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.0862819386510015
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.08660383730790441
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.09098935669425998
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.09422243382258193
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.07901069639020683
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.08265306729048134
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.08545808187085502
laplacian,0.25,0.1,normal_0_1,normal_1_1,0.09315302860354086
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.04015281026114243
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.047238513917212815
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.04786217916976202
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.038677541138991405
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.04715630190015869
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.04091287227684444
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.042371559096765064
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.03773799325297747
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.044497469128024436
laplacian,0.25,0.1,normal_0_1,normal_0_2,0.03067531033984373
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.07415037455968561
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.06951188276097728
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.07207872984255348
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.09318578549350569
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.0845486313384569
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.08194685166495724
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.08142612996898141
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.0787747119469954
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.08238854271551105
laplacian,0.25,0.1,normal_0_1,unif_0_1,0.07970668988556465
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.13765175690407055
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.11878536916751116
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.12754385105774116
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.14258000405523574
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.129715708938091
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.1412232471355154
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.13381663521007925
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.11911770272423494
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.1370498969514452
laplacian,0.25,0.1,unif_-1_1,normal_1_1,0.11237264071379263
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.08734371736437127
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.09416554577339785
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.09020518676172326
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.09088731223557513
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.08947272394395901
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.07949873651221154
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.0899049491536257
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.08090266579843972
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.09676196842640543
laplacian,0.25,0.1,unif_-1_1,normal_0_2,0.09091101888624781
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.06317878809348348
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.06706000154743724
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.06739455998327802
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.07858933090040238
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.07420427279286178
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.07735048491062502
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.06230147171758114
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.07260430765859172
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.06544125806736192
laplacian,0.25,0.1,unif_-1_1,unif_0_1,0.08156109323750954
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.09274854772263871
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.07754175926163068
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.08821046384668088
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.0788804627844703
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.09730540111904648
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.08772733579235607
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.0906513051242791
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.08927805881165618
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.09963021126657376
laplacian,0.25,0.05,normal_0_1,normal_1_1,0.07993291902359725
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.046007794605423306
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.04007029457648926
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.04498146868731403
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.03144469962253875
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.035661388478921065
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.035481157742789884
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.03789885071907481
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.03406369091112525
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.04407126384560809
laplacian,0.25,0.05,normal_0_1,normal_0_2,0.040997657263686815
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.08195252581289024
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.08341342990316948
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.07086277725976753
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.08516967677794214
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.08188573286815201
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.08152523020308929
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.08704140517589097
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.07003250353765082
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.07682105009308132
laplacian,0.25,0.05,normal_0_1,unif_0_1,0.08418963590611078
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.12886550804308972
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.1264432847521177
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.1418934023554939
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.1185464079130615
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.11447308940489821
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.11953497450921734
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.12712447388171624
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.11995347472241802
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.14719384853653336
laplacian,0.25,0.05,unif_-1_1,normal_1_1,0.1263194036815448
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.08605424086841441
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.085210205447859
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.08605818300783914
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.09196357922407807
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.08150590008707267
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.08303268372983641
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.08424181269846966
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.08442524906859844
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.09638913944648628
laplacian,0.25,0.05,unif_-1_1,normal_0_2,0.08547467530961304
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.0754185700239262
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.06307107187959485
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.07591893446056712
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.06624750994635624
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.06030994472359861
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.06386900176831009
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.07983747439074715
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.06543378888848857
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.06230965915029286
laplacian,0.25,0.05,unif_-1_1,unif_0_1,0.07332951490356093
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.0910286614864282
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.08313564465876644
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.08498132949590718
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.08984871750747767
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.08364005028016944
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.08659274412635747
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.08333769685776506
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.08946599695370878
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.08931292469868934
laplacian,0.25,0.01,normal_0_1,normal_1_1,0.07235554576454228
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.04320290513849953
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.033807088164708336
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.03925316986083379
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.042553965770410714
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.037326381990082105
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.034745199603657885
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.04053193517724275
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.03639789668098313
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.03798840655583324
laplacian,0.25,0.01,normal_0_1,normal_0_2,0.033868394168951245
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.07823749552009496
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.08814858645652052
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.09142367148304137
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.08179925079889191
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.07653814292964159
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.08429833077668934
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.08022190859165773
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.08440259154856805
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.08166942245283819
laplacian,0.25,0.01,normal_0_1,unif_0_1,0.08174175855868172
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.12270618538335112
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.13729479605109293
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.13113921631855413
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.12254593457230477
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.11566807952473517
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.1183066031992528
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.1292738375288377
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.12474587396538524
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.1168977842906898
laplacian,0.25,0.01,unif_-1_1,normal_1_1,0.11682200010790973
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.09780551237143437
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.08897016491912516
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.08480523271937444
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.08584795761841647
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.08667121767633622
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.09009639646228117
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.0912960680096097
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.0885492835099734
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.09115710226956841
laplacian,0.25,0.01,unif_-1_1,normal_0_2,0.07720423334518593
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.06165067849536392
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.07552303565203482
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.06461183411004992
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.06837086904595166
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.07600425851511088
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.06868831693121911
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.07041678477362505
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.06927530073597683
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.06666518925666821
laplacian,0.25,0.01,unif_-1_1,unif_0_1,0.06331914165830577
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.08125627610255011
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.09306447623621102
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.09111323691845026
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.09568523816078396
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.09307228932813469
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.09074365621702665
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.07697055012463336
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.10695739875877384
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.07730448402142925
laplacian,0.25,0.001,normal_0_1,normal_1_1,0.09249694224567687
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.043416273616493764
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.04565679187804065
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.04096505018141352
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.04593353899678762
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.04276362152682028
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.03954472257453731
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.041478910653979774
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.02680035109839025
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.02984559198699952
laplacian,0.25,0.001,normal_0_1,normal_0_2,0.0393862174632582
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.08779692844978128
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.08435424862555571
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.07597148670205044
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.08609887082393643
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.0810778441982984
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.09052102693748405
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.07654148511814135
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.07494949106257813
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.09734904777844265
laplacian,0.25,0.001,normal_0_1,unif_0_1,0.09241459331540482
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.12235662091189353
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.10543346881276597
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.10487540169179503
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.1240762396350572
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.1312188184727442
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.12810237308460973
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.11810544916716995
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.1286083096302065
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.11885328395331113
laplacian,0.25,0.001,unif_-1_1,normal_1_1,0.11767225538896785
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.0933653275676038
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.08839914271882822
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.09278001737503899
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.0843780625561044
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.08553110937050334
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.09356393966022931
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.0924196838311817
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.09102601423149798
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.08491625960815263
laplacian,0.25,0.001,unif_-1_1,normal_0_2,0.08486744263866475
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.07675975556120034
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.06941863365082114
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.08120219515575725
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.06336951799563263
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.07086154030938838
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.0649663614426513
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.0828321437288629
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.07255077659535701
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.06966537253478369
laplacian,0.25,0.001,unif_-1_1,unif_0_1,0.06920925716202088
laplacian,0.5,1,normal_0_1,normal_1_1,0.11481079324996493
laplacian,0.5,1,normal_0_1,normal_1_1,0.11475987487607857
laplacian,0.5,1,normal_0_1,normal_1_1,0.1159649122472471
laplacian,0.5,1,normal_0_1,normal_1_1,0.11145782183574472
laplacian,0.5,1,normal_0_1,normal_1_1,0.11362428741007827
laplacian,0.5,1,normal_0_1,normal_1_1,0.11837795823145075
laplacian,0.5,1,normal_0_1,normal_1_1,0.09904458713575476
laplacian,0.5,1,normal_0_1,normal_1_1,0.09795450468863491
laplacian,0.5,1,normal_0_1,normal_1_1,0.11681289461341908
laplacian,0.5,1,normal_0_1,normal_1_1,0.1393193428614442
laplacian,0.5,1,normal_0_1,normal_0_2,0.06349480557204804
laplacian,0.5,1,normal_0_1,normal_0_2,0.05175830331102177
laplacian,0.5,1,normal_0_1,normal_0_2,0.05860836538698042
laplacian,0.5,1,normal_0_1,normal_0_2,0.05796153896447523
laplacian,0.5,1,normal_0_1,normal_0_2,0.0519238468571392
laplacian,0.5,1,normal_0_1,normal_0_2,0.06854957001131333
laplacian,0.5,1,normal_0_1,normal_0_2,0.055499652010635836
laplacian,0.5,1,normal_0_1,normal_0_2,0.06228512397220344
laplacian,0.5,1,normal_0_1,normal_0_2,0.07056071016225492
laplacian,0.5,1,normal_0_1,normal_0_2,0.0593357428459933
laplacian,0.5,1,normal_0_1,unif_0_1,0.14047214666052385
laplacian,0.5,1,normal_0_1,unif_0_1,0.14508253009193978
laplacian,0.5,1,normal_0_1,unif_0_1,0.13250948095530948
laplacian,0.5,1,normal_0_1,unif_0_1,0.12842117076769302
laplacian,0.5,1,normal_0_1,unif_0_1,0.14308041884496533
laplacian,0.5,1,normal_0_1,unif_0_1,0.1438761325142527
laplacian,0.5,1,normal_0_1,unif_0_1,0.13625073398222726
laplacian,0.5,1,normal_0_1,unif_0_1,0.15034932127444445
laplacian,0.5,1,normal_0_1,unif_0_1,0.13279195947635963
laplacian,0.5,1,normal_0_1,unif_0_1,0.12874581022527584
laplacian,0.5,1,unif_-1_1,normal_1_1,0.17232351937109341
laplacian,0.5,1,unif_-1_1,normal_1_1,0.1816834863603121
laplacian,0.5,1,unif_-1_1,normal_1_1,0.19528101769938805
laplacian,0.5,1,unif_-1_1,normal_1_1,0.1613476893493188
laplacian,0.5,1,unif_-1_1,normal_1_1,0.18834472606793878
laplacian,0.5,1,unif_-1_1,normal_1_1,0.19568998604969162
laplacian,0.5,1,unif_-1_1,normal_1_1,0.16589251521119486
laplacian,0.5,1,unif_-1_1,normal_1_1,0.17234907299551952
laplacian,0.5,1,unif_-1_1,normal_1_1,0.18895187075445388
laplacian,0.5,1,unif_-1_1,normal_1_1,0.20571027182058366
laplacian,0.5,1,unif_-1_1,normal_0_2,0.12935581141166938
laplacian,0.5,1,unif_-1_1,normal_0_2,0.14025920788997603
laplacian,0.5,1,unif_-1_1,normal_0_2,0.13391372161304207
laplacian,0.5,1,unif_-1_1,normal_0_2,0.12250690847313576
laplacian,0.5,1,unif_-1_1,normal_0_2,0.1532608523670615
laplacian,0.5,1,unif_-1_1,normal_0_2,0.14400518931585093
laplacian,0.5,1,unif_-1_1,normal_0_2,0.14561616137372205
laplacian,0.5,1,unif_-1_1,normal_0_2,0.1360847531510304
laplacian,0.5,1,unif_-1_1,normal_0_2,0.15025772607752452
laplacian,0.5,1,unif_-1_1,normal_0_2,0.14587742885518692
laplacian,0.5,1,unif_-1_1,unif_0_1,0.11281728362562853
laplacian,0.5,1,unif_-1_1,unif_0_1,0.12996024338989134
laplacian,0.5,1,unif_-1_1,unif_0_1,0.11528295091685152
laplacian,0.5,1,unif_-1_1,unif_0_1,0.1256271712904487
laplacian,0.5,1,unif_-1_1,unif_0_1,0.12358099192452535
laplacian,0.5,1,unif_-1_1,unif_0_1,0.13320165003554515
laplacian,0.5,1,unif_-1_1,unif_0_1,0.11774979728588024
laplacian,0.5,1,unif_-1_1,unif_0_1,0.11665372058070186
laplacian,0.5,1,unif_-1_1,unif_0_1,0.11698477394083484
laplacian,0.5,1,unif_-1_1,unif_0_1,0.12259979318383671
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.14380312992393585
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.12962575541238455
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.11802167275619059
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.1159964829004653
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.12950526284680577
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.125623175727653
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.11826904914155317
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.12097383342743051
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.1134909922457676
laplacian,0.5,0.8,normal_0_1,normal_1_1,0.14024566238306607
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.051096969722436915
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.05829206423122453
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.05597529890533297
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.05735220585714689
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.0675438733323946
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.05814672148963276
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.06446203879533839
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.050081418618515186
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.05723834655365817
laplacian,0.5,0.8,normal_0_1,normal_0_2,0.05799154767587897
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.15179746766418378
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.15106945618008116
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.12765675487596637
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.12809635852401688
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.14163990503683865
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.13776267985496193
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.15334860052893018
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.14071686727021318
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.1177119630670347
laplacian,0.5,0.8,normal_0_1,unif_0_1,0.13724554759676452
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.18408400127882638
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.19577353558271868
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.18614627839929254
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.20057665078536704
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.1958455860711358
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.1782840821301448
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.17665046525270903
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.17816234568893755
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.16992288790669816
laplacian,0.5,0.8,unif_-1_1,normal_1_1,0.1983836972911184
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.15468425961492738
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.14988317683454955
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.14200399132563923
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.14259465310961544
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.1385121039989313
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.13870575897019505
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.14781091639500932
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.14810220001616947
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.13987505884211934
laplacian,0.5,0.8,unif_-1_1,normal_0_2,0.12728119361988857
laplacian,0.5,0.8,unif_-1_1,unif_0_1,0.12210315802102148
laplacian,0.5,0.8,unif_-1_1,unif_0_1,0.11047092170871528
laplacian,0.5,0.8,unif_-1_1,unif_0_1,0.11312326247114257
